,Unnamed: 0,thing_id,thing_name,clep_id,thing_latitude,thing_longitude,Client Name,Partner Name,City,status,runhour,fuel
33,33,7149,GMDG,1052,0.0,0.0,G M Trading Co,Phoenix Robotix,,False,"1 day, 18:48:51",65.16559367301372
34,34,7177,GMDG,1050,0.0,0.0,Powerlite,Phoenix Robotix,,False,NA,NA
35,35,7188,DG 2,1056,17.52324,78.4563,Power Cummins Demo,Powerlite,Hyderabad,True,NA,NA
36,36,7192,Test DG,1058,0.0,28.56939,Perfect Generator Technologies Pvt Ltd,Perfect Generator Technologies,,False,NA,NA
37,37,7199,TPM,1063,12.911486,80.104096,The Pentecostal Mission,GMMCO,Tambaram,False,"5 days, 1:29:02",0
38,38,7208,Demo,1070,0.0,0.0,Aishwarya Sales & Services,Phoenix Robotix,,False,NA,NA
39,39,7226,DG 1,1072,28.4889797,77.08987899,Auraine Botanicals Pvt Ltd,GSP Power Projects,Gurugram,False,19:04:49,81.16910494700713
40,40,7232,DJA(DG6),1077,27.3572,95.3223,Bharti Engineering,Vijay Electric Power(I) Pvt Ltd,,False,"44 days, 16:52:46",2276.723047052609
41,41,7236,HZR(DG7),1077,27.3572,95.3223,Bharti Engineering,Vijay Electric Power(I) Pvt Ltd,,False,"38 days, 6:40:29",2810.4816524198945
42,42,7238,HZR(DG8),1077,27.3572,95.3223,Bharti Engineering,Vijay Electric Power(I) Pvt Ltd,,False,"2 days, 19:14:36",120.20925206948957
43,43,7239,DJA(DG5),1077,27.3572,95.3223,Bharti Engineering,Vijay Electric Power(I) Pvt Ltd,,False,"42 days, 22:17:12",2309.6277237394156
44,44,7242,RDC Rajnagar DG,1059,28.67469907,77.44334727,Netway Internet,Perfect Generator Technologies,Ghaziabad,True,"1 day, 4:09:59",95.00590660274237
45,45,7245,MGE(DG3),1077,27.3572,95.3223,Bharti Engineering,Vijay Electric Power(I) Pvt Ltd,,False,"40 days, 7:06:24",2315.441454104655
46,46,7246,"DG 1, Accra",1085,5.561658,-0.2250276,Glo Mobile Ghana Ltd,Amossys Consulting Services Pvt Ltd,Accra,False,NA,NA
47,47,7247,DIZ(DG12),1077,27.3572,95.3223,Bharti Engineering,Vijay Electric Power(I) Pvt Ltd,,False,"49 days, 17:04:50",2491.7374262187204
48,48,7249,MGE(DG4),1077,27.3572,95.3223,Bharti Engineering,Vijay Electric Power(I) Pvt Ltd,,False,"36 days, 6:13:44",2413.17674485904
49,49,7250,DIZ(DG11),1077,27.3572,95.3223,Bharti Engineering,Vijay Electric Power(I) Pvt Ltd,,False,"37 days, 6:00:21",2221.4214547977913
50,50,7252,DG 1,1088,0.0,0.0,SR Centre,Dishaa Power,,False,NA,NA
51,51,7255,dg set 3,1089,19.350367,75.219376,Wadhava Fashion Shevgaon,United Gensets Pvt Ltd,,False,NA,NA
52,52,7261,Asset 11,1074,0.0,0.0,Sales Demo,Phoenix Robotix,,False,NA,NA
53,53,7262,Asset 10,1074,0.0,0.0,Sales Demo,Phoenix Robotix,,False,NA,NA
54,54,7263,Asset 9,1074,0.0,0.0,Sales Demo,Phoenix Robotix,,False,NA,NA
55,55,7264,Asset 8,1074,0.0,0.0,Sales Demo,Phoenix Robotix,,False,NA,NA
56,56,7265,Asset 7,1074,0.0,0.0,Sales Demo,Phoenix Robotix,,False,NA,NA
57,57,7266,Asset 6,1074,0.0,0.0,Sales Demo,Phoenix Robotix,,False,NA,NA
58,58,7267,Asset 5,1074,0.0,0.0,Sales Demo,Phoenix Robotix,,False,NA,NA
59,59,7268,Asset 4,1074,0.0,0.0,Sales Demo,Phoenix Robotix,,False,NA,NA
60,60,7269,Asset 3,1074,0.0,0.0,Sales Demo,Phoenix Robotix,,False,NA,NA
61,61,7270,Asset 2,1074,0.0,0.0,Sales Demo,Phoenix Robotix,,False,NA,NA
62,62,7272,Asset 12 AS,1074,0.0,0.0,Sales Demo,Phoenix Robotix,,False,NA,NA
63,63,7273,DHV(DG1),1077,27.3572,95.3223,Bharti Engineering,Vijay Electric Power(I) Pvt Ltd,,False,"2 days, 10:32:18",301.0859102576336
64,64,7274,DHV(DG2),1077,27.3572,95.3223,Bharti Engineering,Vijay Electric Power(I) Pvt Ltd,,False,"22 days, 2:23:24",1756.4953052312735
65,65,7275,MGV(DG10),1077,27.3572,95.3223,Bharti Engineering,Vijay Electric Power(I) Pvt Ltd,,False,"45 days, 5:17:40",2352.427642550207
66,66,7276,MGV(DG9),1077,27.3572,95.3223,Bharti Engineering,Vijay Electric Power(I) Pvt Ltd,,False,"34 days, 20:40:05",2643.8907378649683
67,67,7279,Farukh Nagar DG,1094,28.48199561,76.81257536,"Grofers Farukh Nagar, Haryana",Perfect Generator Technologies,Gurugram,False,"4 days, 12:33:36",1419.7714263801984
68,68,7280,Asset 1,1074,0.0,0.0,Sales Demo,Phoenix Robotix,,False,NA,NA
69,69,7281,Demo DG,1067,28.313664,77.312113,Mrm Procom Demo,MRM PROCOM,,False,NA,NA
70,70,7282,JZB00323,1097,13.0016,80.2017,GMMCO Demo Customer,GMMCO,St.Thomas Mount-Pallavaram Cantonment Board,False,7:09:37,0
71,71,7284,Demo DG,1083,0.0,0.0,DEMO,Iobotech,,False,0:00:00,0
72,72,7286,Ikeja DG1,1100,0.0,0.0,MDS Logistics,Eonsfleet Prosolutions Ltd.,,False,0:00:00,0
73,73,7287,Electrops_asset,1074,0.0,0.0,Sales Demo,Phoenix Robotix,,False,NA,NA
74,74,7289,DCB Bank Moradabad,1102,28.83338617,78.7448423,Vishwas Electricals,Perfect Generator Technologies,Moradabad,False,"1 day, 0:12:31",21.753111102793667
75,75,7290,62.5 KVA,1102,0.0,0.0,Vishwas Electricals,Perfect Generator Technologies,,False,0:00:00,0
76,76,7291,PSA Oxygen Generation Plant DG,1186,20.86466797,74.76249596,OGP Sub District Hospital,United Gensets Pvt Ltd,Dhule,False,NA,NA
77,77,7296,Aligarh SIte ,1106,27.88410205,78.07823911,Chandrapal Shailani Site,Perfect Generator Technologies,Aligarh,False,"1 day, 14:05:29",47.67733690113197
78,78,7302,DCB Bank Lucknow,1102,26.86881084,80.9983182,Vishwas Electricals,Perfect Generator Technologies,Lucknow,True,"2 days, 4:13:11",220.2462874069239
79,79,7303,Test thing 05-10,1074,0.0,0.0,Sales Demo,Phoenix Robotix,,False,NA,NA
80,80,7304,DEMO THING,1107,13.0261794,77.6261258,End Customer,Energia,Bengaluru,True,NA,NA
81,81,7305,Rental DG 0,1110,0.0,0.0,Genesis,Phoenix Robotix,,False,NA,NA
82,82,7306,Rental DG 1,1110,0.0,0.0,Genesis,Phoenix Robotix,,False,NA,NA
83,83,7307,PKG Satyam Office,1111,15.5956468,73.81985226,PKG SELF USE,Pai Kane Group,,False,21:44:54,11.50659806613335
84,84,7309,load-test,1074,0.0,0.0,Sales Demo,Phoenix Robotix,,False,NA,NA
85,85,7310,load-test2,1074,0.0,0.0,Sales Demo,Phoenix Robotix,,False,NA,NA
86,86,7311,PKG Tuem Factory,1111,16.53614521,73.66124465,PKG SELF USE,Pai Kane Group,,False,"1 day, 4:33:59",0
87,87,7312,Rental Demo DG,1050,0.0,0.0,Powerlite,Phoenix Robotix,,False,NA,NA
88,88,7316,Rental Test,1050,0.0,0.0,Powerlite,Phoenix Robotix,,False,NA,NA
89,89,7317,ELM-125,1116,17.445323,78.5635674,Elmot Unit-1,Elmot Alternators,Hyderabad,True,NA,NA
90,90,7318,Unit 2 Demo DG,1117,17.445323,78.5635674,Elmot Unit-2,Elmot Alternators,Hyderabad,True,NA,NA
91,91,7319,Rental Dg -11th Oct,1050,0.0,0.0,Powerlite,Phoenix Robotix,,False,NA,NA
92,92,7320,Demo Rental-11/10/21,1110,0.0,0.0,Genesis,Phoenix Robotix,,False,NA,NA
93,93,7321,Sumit Juneja Ji,1119,0.0,0.0,Sumit Juneja,Perfect Generator Technologies,,False,"23 days, 8:24:17",1061.9594259560822
94,94,7334,MDEM202973,1122,0.0,0.0,Sv Engineering,Ojus Power,,False,NA,NA
95,95,7335,"DCB Bank Bachcha Park, Meerut",1102,28.98639075,77.70942694,Vishwas Electricals,Perfect Generator Technologies,Meerut,False,18:35:03,0
96,96,7337,Production Factory,1127,23.03209885,72.56978302,Radiant Power Demo,Radiant Power Projects,Ahmedabad,True,NA,NA
97,97,7338,Demo Factory Site,1127,23.03233581,72.56956845,Radiant Power Demo,Radiant Power Projects,Ahmedabad,True,NA,NA
98,98,7339,Factory Site Demo,1125,32.075528,75.619498,Sanjay Diesels Demo,Sanjay Diesels,,False,NA,NA
99,99,7340,Exhibition DG,1128,12.695416,77.8809,suresh,Ojus Power,,False,NA,NA
100,100,7341,Fidelity FB0002,1129,6.434326667,3.443813333,Starsight Energy,Eonsfleet Prosolutions Ltd.,,False,NA,NA
101,101,7342,FCMB FC0001,1129,6.494983333,3.357615,Starsight Energy,Eonsfleet Prosolutions Ltd.,,False,NA,NA
102,102,7359,Factory Site Demo,1133,0.0,0.0,Factory Site,Gangadhar Industries,,False,NA,NA
103,103,7360,DCB Bank JM Road,1136,18.52103977,73.84468038,DCB Bank,Perennial Technologies,Pune,True,NA,NA
104,104,7362,DCB bank RG College,1102,28.98642829,77.7094484,Vishwas Electricals,Perfect Generator Technologies,Meerut,False,NA,NA
105,105,7365,DCB Bank Ambala Road Saharanpur,1102,30.36384563,76.84786026,Vishwas Electricals,Perfect Generator Technologies,Ambala,False,NA,NA
106,106,7366,DCB Bank Muzaffarnagar,1102,29.46823,77.70507,Vishwas Electricals,Perfect Generator Technologies,Muzaffarnagar,True,NA,NA
107,107,7369,Mahesh Demo,1075,0.0,0.0,DG Demo Sales,Sales Demo,,False,NA,NA
108,108,7370,"Ganga Acropolis, Baner",1194,18.55696101,73.76325821,Single DG Demo Customer,Mahindra Powerol,Pune,True,NA,NA
109,109,7371,K Square Baner,1141,18.560978,73.783463,Mahindra Demo Site,Mahindra Powerol,Pune,True,NA,NA
110,110,7375,MDS Ibadan,1100,7.39738,3.96279,MDS Logistics,Eonsfleet Prosolutions Ltd.,,False,NA,NA
111,111,7377,MHEL DG 1,1141,18.72838062,73.80972853,Mahindra Demo Site,Mahindra Powerol,,False,NA,NA
112,112,7378,MHEL DG 2,1141,18.72858384,73.80972853,Mahindra Demo Site,Mahindra Powerol,,False,NA,NA
113,113,7379,DCB Bank Saharanpur,1102,29.98443321,77.53342133,Vishwas Electricals,Perfect Generator Technologies,Saharanpur,False,NA,NA
114,114,7380,DG-25KVA,1143,17.422789,78.2496408,Mr. MURALI BOLLU,Kohler Power India,,False,NA,NA
115,115,7385,DG Set 1,1151,6.4582,3.50999,James Pinnock Estate,Eonsfleet Prosolutions Ltd.,,False,NA,NA
116,116,7386,DG Set 2,1151,6.4582,3.50999,James Pinnock Estate,Eonsfleet Prosolutions Ltd.,,False,NA,NA
117,117,7387,OGP Vaijapur Aurangabad,1186,19.9257,74.7285,OGP Sub District Hospital,United Gensets Pvt Ltd,,False,NA,NA
118,118,7388,OGP Sillod Aurangabad,1186,20.3079,75.6528,OGP Sub District Hospital,United Gensets Pvt Ltd,,False,NA,NA
119,119,7389,2000 L Tank,1151,0.0,0.0,James Pinnock Estate,Eonsfleet Prosolutions Ltd.,,False,NA,NA
120,120,7390,33000 L Tank,1151,0.0,0.0,James Pinnock Estate,Eonsfleet Prosolutions Ltd.,,False,NA,NA
121,121,7391,Remote Monitoring Device,1094,0.0,0.0,"Grofers Farukh Nagar, Haryana",Perfect Generator Technologies,,False,NA,NA
122,122,7392,RMS (3285),1094,0.0,0.0,"Grofers Farukh Nagar, Haryana",Perfect Generator Technologies,,False,NA,NA
123,123,7393,KA51-MN.4773..62.5 KVA,1156,0.0,0.0,Ashik Mobile Generators,Ojus Power,,False,NA,NA
124,124,7394,KA 51 MP 3467- 62.5 KVA,1156,0.0,0.0,Ashik Mobile Generators,Ojus Power,,False,NA,NA
125,125,7395,DCB Bank Ltd,1157,23.3699,85.32528,M/s Goodwill Enterprise/DEB Enterprise,Genset India,Ranchi,False,NA,NA
126,126,7396,RMS Unit 3,1094,0.0,0.0,"Grofers Farukh Nagar, Haryana",Perfect Generator Technologies,,False,NA,NA
127,127,7398,62.5 KVA Chandigarh,1159,30.73683323,76.74670282,Jeevan Sir,Perfect Generator Technologies,,False,NA,NA
128,128,7399,200 KVA Chandigarh,1159,30.73594795,76.7690188,Jeevan Sir,Perfect Generator Technologies,,False,NA,NA
129,129,7400,DEMO DG 2,1150,22.5520035,88.2317619,Amaze Demo Customer,Amaze Power,,False,NA,NA
130,130,7401,8598-Residency Road- SBI,1163,12.97321,77.60847,MPS,Murari Power,Bengaluru,True,NA,NA
131,131,7402,17734 - Kothanur,1163,13.063631,77.648796,MPS,Murari Power,Bengaluru,True,NA,NA
132,132,7403,40920 - Sathanur,1163,13.123743,77.63884,MPS,Murari Power,Bengaluru,True,NA,NA
133,133,7404,70835 - Hormavu Main,1163,13.027689,77.662299,MPS,Murari Power,Bengaluru,True,NA,NA
134,134,7405,Nestun,1112,0.0,0.0,Genservice,Genesis,,False,NA,NA
135,135,7406,71130-XIME,1163,12.84773,77.6761874,MPS,Murari Power,,False,NA,NA
136,136,7407,Bareilly,1165,28.36752704,79.42983283,Groundnut Enterprises,Perfect Generator Technologies,Bareilly,False,NA,NA
137,137,7408,CUMINS 62.5KVA-PSO600 DG NO.14,1171,22.3318,73.144989,Maruti,Maruti Hiring,Vadodara,False,NA,NA
138,138,7409,mahindra 35 kva GC1211  DG NO.60,1171,22.33181,73.14499,Maruti,Maruti Hiring,Vadodara,False,NA,NA
139,139,7413,Agra (Hari parvat),1102,27.19690615,78.00171684,Vishwas Electricals,Perfect Generator Technologies,Agra,False,NA,NA
140,140,7415,cummins 1250 kva pcc 3.3 DG NO.22,1171,0.0,0.0,Maruti,Maruti Hiring,,False,NA,NA
141,141,7417,cat 500 kva ECMP 4.2 DG NO.70,1171,22.8,72.81,Maruti,Maruti Hiring,,False,NA,NA
142,142,7418,TATA 62.5 KVA DSE 4520  DG NO.42,1171,22.63,72.92,Maruti,Maruti Hiring,,False,NA,NA
143,143,7419,Grofers Delhi,1094,0.0,0.0,"Grofers Farukh Nagar, Haryana",Perfect Generator Technologies,,False,NA,NA
144,144,7422,Aligarh,1102,27.91275614,78.07940543,Vishwas Electricals,Perfect Generator Technologies,Aligarh,False,NA,NA
145,145,7427,"Grofers, Malviya Nagar, Delhi",1094,0.0,0.0,"Grofers Farukh Nagar, Haryana",Perfect Generator Technologies,,False,NA,NA
146,146,7431,NSL DG1,1177,0.0,0.0,Nuziveedu Seeds Ltd,Kohler Power India,,False,NA,NA
147,147,7432,NSL DG2,1177,0.0,0.0,Nuziveedu Seeds Ltd,Kohler Power India,,False,NA,NA
148,148,7433,Bareilly,1102,28.39448567,79.42811622,Vishwas Electricals,Perfect Generator Technologies,Bareilly,False,NA,NA
149,149,7434,Marathahalli Chaayos,1163,12.952013,77.701015,MPS,Murari Power,Bengaluru,True,NA,NA
150,150,7435,Dehradun,1102,30.32496528,78.02605771,Vishwas Electricals,Perfect Generator Technologies,Dehradun,True,NA,NA
151,151,7436,15kVA - 1 phase - Gas Genset,1141,18.72880016,73.80965365,Mahindra Demo Site,Mahindra Powerol,,False,NA,NA
152,152,7437,Mutanda Layers DG Set,1016,-12.438276,26.204463,Avantech Limited,Renovatio Ingenuity Ltd,,False,NA,NA
153,153,7438,Mutanda Maize Silo 1 DG Set,1016,-12.436792,26.206375,Avantech Limited,Renovatio Ingenuity Ltd,,False,NA,NA
154,154,7439,Nokha,1102,27.56100952,73.46671503,Vishwas Electricals,Perfect Generator Technologies,,False,NA,NA
155,155,7441,BYJU's Nasik ,1178,19.99056188,73.78017908,BYJU's,Perfect Generator Technologies,Nashik,False,NA,NA
156,156,7442,Ujjain MP,1102,23.17403321,75.78691724,Vishwas Electricals,Perfect Generator Technologies,Ujjain,False,NA,NA
157,157,7444,40 KVA,1178,0.0,0.0,BYJU's,Perfect Generator Technologies,,False,NA,NA
158,158,7445,DCB Bank Gandhi Nagar Delhi,1102,28.659044,77.276655,Vishwas Electricals,Perfect Generator Technologies,Delhi,False,NA,NA
159,159,7446,Mutanda Boss's Residence DG Set,1016,-12.44097629,26.1938575,Avantech Limited,Renovatio Ingenuity Ltd,,False,NA,NA
160,160,7447,Mutanda Maize Silo 2 DG Set,1016,-12.436803,26.206552,Avantech Limited,Renovatio Ingenuity Ltd,,False,NA,NA
161,161,7448,Mutanda Workers DG Set,1016,-12.45180569,26.20443156,Avantech Limited,Renovatio Ingenuity Ltd,,False,NA,NA
162,162,7449,Mutanda Maize Silo 3 DG Set,1016,-12.436874,26.207099,Avantech Limited,Renovatio Ingenuity Ltd,,False,NA,NA
163,163,7465,Creseada,1179,6.546904486,3.337843239,Creseada International Ltd,Eonsfleet Prosolutions Ltd.,,False,NA,NA
164,164,7466,Unicel Autotech Office 2,640,0.0,0.0,Unicel Autotech,Phoenix Robotix,,False,NA,NA
165,165,7467,Unicel Autotech Office 3,640,0.0,0.0,Unicel Autotech,Phoenix Robotix,,False,NA,NA
166,166,7469,Patany Nagar TATA 1mG,1163,17.444593,78.480467,MPS,Murari Power,,False,NA,NA
167,167,7470,Zuarinagar Goa Pharmeasy,1163,15.380206,73.873229,MPS,Murari Power,,False,NA,NA
168,168,7471,Jakson office Demo,1080,0.0,0.0,Jakson Limited Office,Jakson Limited,,False,NA,NA
169,169,7507,Pankha Road Delhi,1094,0.0,0.0,"Grofers Farukh Nagar, Haryana",Perfect Generator Technologies,,False,NA,NA
170,170,7516,Gargi Memorial Institute DG,1183,22.378163,88.440367,Gargi Memorial Institute,Manish Industrial Corporation,,False,NA,NA
171,171,7517,Banner Chaayos,1163,18.559561,73.790188,MPS,Murari Power,Pune,True,NA,NA
172,172,7518,1811A49382,1185,19.32350585,84.8130654,Jharanai Dairy,Sistema.bio,,False,NA,NA
173,173,7519,Hadapsar Pharmeasy,1163,18.506567,73.921753,MPS,Murari Power,Pune,True,NA,NA
174,174,7520,Sakinaka TATA 1mG,1163,19.110825,72.886746,MPS,Murari Power,Mumbai,True,NA,NA
175,175,7521,Gwalior,1102,26.22024809,78.19088512,Vishwas Electricals,Perfect Generator Technologies,Gwalior,False,NA,NA
176,176,7522,Thane TATA 1mG,1163,19.201438,72.956588,MPS,Murari Power,,False,NA,NA
177,177,7523,Ghatkopar TATA 1mG,1163,19.08832,72.89615,MPS,Murari Power,Mumbai,True,NA,NA
178,178,7524,Andheri TATA 1mG,1163,19.121125,72.870082,MPS,Murari Power,Mumbai,True,NA,NA
179,179,7525,Khandivali TATA 1mG,1163,19.197477,72.858756,MPS,Murari Power,Mumbai,True,NA,NA
180,180,7526,Lower Parel TATA 1mG,1163,18.99655,72.819693,MPS,Murari Power,Mumbai,True,NA,NA
181,181,7527,"Rural Hospital, Murud",1186,18.3319,72.9608,OGP Sub District Hospital,United Gensets Pvt Ltd,,False,NA,NA
182,182,7528,"Sub District Hospital, Ghanangvi, Jalna",1186,19.846811,75.890633,OGP Sub District Hospital,United Gensets Pvt Ltd,Jalna,False,NA,NA
183,183,7530,Farukh Nagar DG,1188,0.0,0.0,Nestle,GSP Power Projects,,False,NA,NA
184,184,7531,T Nagar Curefood,1163,13.041809,80.236831,MPS,Murari Power,Chennai,True,NA,NA
185,185,7532,Peenya TATA 1mG,1163,13.021755,77.526841,MPS,Murari Power,Bengaluru,True,NA,NA
186,186,7533,RMS GZB,1094,0.0,0.0,"Grofers Farukh Nagar, Haryana",Perfect Generator Technologies,,False,NA,NA
187,187,7534,RMS GZB2,1094,0.0,0.0,"Grofers Farukh Nagar, Haryana",Perfect Generator Technologies,,False,NA,NA
188,188,7535,Gail gandhar DG 03,1077,21.8864,72.658,Bharti Engineering,Vijay Electric Power(I) Pvt Ltd,,False,NA,NA
189,189,7537,Gail rahatpur DG 02,1077,21.7388,73.0382,Bharti Engineering,Vijay Electric Power(I) Pvt Ltd,,False,NA,NA
190,190,7540,Gail divi DG 01,1077,21.6534,72.9887,Bharti Engineering,Vijay Electric Power(I) Pvt Ltd,,False,NA,NA
191,191,7550,Jhansi,1190,25.45908164,78.55438841,Mr. Ashish Kumar (Jhansi),Perfect Generator Technologies,Jhansi,False,NA,NA
192,192,7551,Gail vanseta DG 04,1077,22.0251,72.7274,Bharti Engineering,Vijay Electric Power(I) Pvt Ltd,,False,NA,NA
193,193,7553,Dr. Lal Path Labs Chandigarh,1191,30.75413358,76.78746507,Dr.lal Path Labs,Perfect Generator Technologies,,False,NA,NA
194,194,7554,15 KVA Big Tank,1119,0.0,0.0,Sumit Juneja,Perfect Generator Technologies,,False,NA,NA
195,195,7555,160 KVA,1191,0.0,0.0,Dr.lal Path Labs,Perfect Generator Technologies,,False,NA,NA
196,196,7556,sandip poultry farm chalisgaon,1192,20.4619,75.0063,Sandip Poultry Farm,United Gensets Pvt Ltd,,False,NA,NA
197,197,7557,Dehli (04857),1094,0.0,0.0,"Grofers Farukh Nagar, Haryana",Perfect Generator Technologies,,False,NA,NA
198,198,7558,Mahadevapura TATA 1mG,1163,12.99895,77.70148,MPS,Murari Power,Bengaluru,True,NA,NA
199,199,7559,RR Nagar TATA 1mG,1163,12.930858,77.506712,MPS,Murari Power,Bengaluru,True,NA,NA
200,200,7560,BYJu's Ambedkar Road,1178,0.0,0.0,BYJU's,Perfect Generator Technologies,,False,NA,NA
201,201,7561,agra,1102,0.0,0.0,Vishwas Electricals,Perfect Generator Technologies,,False,NA,NA
202,202,7566,Office Demo 1 Faridabad,1197,28.469005,77.305357,TAFE Motors and Tractors Limited,Phoenix Robotix,,False,NA,NA
203,203,7567,JZB00555,1198,0.0,0.0,Demo Training,Ojus Power,,False,NA,NA
204,204,7568,TMTL Faridabad 125KVA,1199,28.46930532,77.30537654,TMTL Factory Site,TAFE Motors and Tractors Limited,,False,NA,NA
205,205,7569,Gurgaon,1200,28.79816356,77.03468281,Eat Fit,Perfect Generator Technologies,,False,NA,NA
206,206,7577,OGP GANGAPUR,1186,19.6975,75.0105,OGP Sub District Hospital,United Gensets Pvt Ltd,,False,NA,NA
207,207,7578,Gurgaon-II,1200,0.0,0.0,Eat Fit,Perfect Generator Technologies,,False,NA,NA
208,208,7579,15 kVA Gas Generator,1205,18.72880016,73.80965365,Indus Towers,Mahindra Powerol,,False,NA,NA
209,209,7580,OGP JALNA,1186,19.8347,75.8816,OGP Sub District Hospital,United Gensets Pvt Ltd,Jalna,False,NA,NA
210,210,7581,Wakhad Chaayos,1163,18.616003,73.76445,MPS,Murari Power,,False,NA,NA
211,211,7582,Farukhabad,1207,0.0,0.0,Malik Electricals,Perfect Generator Technologies,,False,NA,NA
212,212,7583,Kaushambi,1178,0.0,0.0,BYJU's,Perfect Generator Technologies,,False,NA,NA
213,213,7585,TMTL Patna Office,1199,25.62569526,85.11291898,TMTL Factory Site,TAFE Motors and Tractors Limited,Patna,True,NA,NA
214,214,7590,Indian Oil Piparia,1208,26.614042,84.851534,Sri Balram Filling Station,TAFE Motors and Tractors Limited,,False,NA,NA
215,215,7591,"529027827907 (Sisat, Siwan)",1209,26.185669,84.559915,Vardhan Petroleum,TAFE Motors and Tractors Limited,,False,NA,NA
216,216,7592,DG 1,1210,17.69355,83.30361,VCTPL ,Pai Kane Group,Visakhapatnam,False,NA,NA
217,217,7593,DG-2,1210,17.69355,83.30361,VCTPL ,Pai Kane Group,Visakhapatnam,False,NA,NA
218,218,7595,DG 3,1210,17.69354,83.3036,VCTPL ,Pai Kane Group,Visakhapatnam,False,NA,NA
219,219,7596,DG-4,1210,17.69355,83.30361,VCTPL ,Pai Kane Group,Visakhapatnam,False,NA,NA
220,220,7597,HTL DG-1,1211,12.7685,77.8005,HTL LTD,GMMCO,Hosur,True,NA,NA
221,221,7598,HTL DG 2,1211,12.7685,77.8005,HTL LTD,GMMCO,Hosur,True,NA,NA
222,222,7599,25021,1119,0.0,0.0,Sumit Juneja,Perfect Generator Technologies,,False,NA,NA
223,223,7600,25024,1119,0.0,0.0,Sumit Juneja,Perfect Generator Technologies,,False,NA,NA
224,224,7601,24837,1119,0.0,0.0,Sumit Juneja,Perfect Generator Technologies,,False,NA,NA
225,225,7602,25032,1119,0.0,0.0,Sumit Juneja,Perfect Generator Technologies,,False,NA,NA
226,226,7603,megapower DSE Shivapur,1176,18.34648,73.86304,Megapower Rental,Mega Power,,False,NA,NA
227,227,7607,Dehradun SBI ,1218,30.317162,78.038768,Tara Narula,Perfect Generator Technologies,Dehradun,True,NA,NA
228,228,7608,KARUNA Dg-2,1215,13.098786,80.1660078,KARUNA CONQUEST IT PARK,GMMCO,,False,NA,NA
229,229,7609,KARUNA DG-1,1215,13.0986264,80.1659222,KARUNA CONQUEST IT PARK,GMMCO,,False,NA,NA
230,230,7610,KARUNA DG-3,1215,13.0986264,80.1659222,KARUNA CONQUEST IT PARK,GMMCO,,False,NA,NA
231,231,7612,Chandigarh (28/01/22),1178,0.0,0.0,BYJU's,Perfect Generator Technologies,,False,NA,NA
232,232,7613,125 KVA Hyderabad,1218,0.0,0.0,Tara Narula,Perfect Generator Technologies,,False,NA,NA
233,233,7614,DG 2,1157,0.0,0.0,M/s Goodwill Enterprise/DEB Enterprise,Genset India,,False,NA,NA
234,234,7615,N3P21MT18910,1220,0.0,0.0,LIC OF INDIA,Mahindra Powerol,,False,NA,NA
235,235,7616,N3P21MT18909,1220,0.0,0.0,LIC OF INDIA,Mahindra Powerol,,False,NA,NA
236,236,7617,N3P21MT19073,1220,0.0,0.0,LIC OF INDIA,Mahindra Powerol,,False,NA,NA
237,237,7618,N3P21MT18912,1220,0.0,0.0,LIC OF INDIA,Mahindra Powerol,,False,NA,NA
238,238,7619,N2S21X19651,1220,0.0,0.0,LIC OF INDIA,Mahindra Powerol,,False,NA,NA
239,239,7620,N2S21X19652,1220,0.0,0.0,LIC OF INDIA,Mahindra Powerol,,False,NA,NA
240,240,7621,N2S21X19650,1220,0.0,0.0,LIC OF INDIA,Mahindra Powerol,,False,NA,NA
241,241,7622,DG 1,1219,20.3394432,76.939552,Sukhdev Earth Movers,Rai Power,,False,NA,NA
242,242,7626,Biju Classes,326,23.17403321,75.78691724,DG Demo,Sales Demo,Ujjain,False,NA,NA
243,243,7627,Eat Fit Hotel,326,28.79816356,77.03468281,DG Demo,Sales Demo,,False,NA,NA
244,244,7628,Lime Restaurant,326,26.86881084,80.9983182,DG Demo,Sales Demo,Lucknow,True,NA,NA
245,245,7629,Hospital,326,19.99056188,73.78017908,DG Demo,Sales Demo,Nashik,False,NA,NA
246,246,7630,Warehouse,326,28.48199561,76.81257536,DG Demo,Sales Demo,Gurugram,False,NA,NA
247,247,7631,Lower Parel ,326,18.99655,72.819693,DG Demo,Sales Demo,Mumbai,True,NA,NA
248,248,7632,H-145 Noida,1222,0.0,0.0,Gyan International,Perfect Generator Technologies,,False,NA,NA
249,249,7633,site1,1223,0.0,0.0,Ability,Iobotech,,False,NA,NA
250,250,7634,CurryPot,326,13.041809,80.236831,DG Demo,Sales Demo,Chennai,True,NA,NA
251,251,7635,RR Nagar TATA 1mG,326,12.930858,77.506712,DG Demo,Sales Demo,Bengaluru,True,NA,NA
252,252,7636,Konark Cement,326,23.3699,85.32528,DG Demo,Sales Demo,Ranchi,False,NA,NA
253,253,7638,Gail Dewas DG No. 5,1077,22.295876,72.817215,Bharti Engineering,Vijay Electric Power(I) Pvt Ltd,,False,NA,NA
254,254,7639,DCB BANK LTD,1157,85.144354,25.613759,M/s Goodwill Enterprise/DEB Enterprise,Genset India,,False,NA,NA
