Unnamed: 0,thing_id,thing_name,clep_id,thing_latitude,thing_longitude,Client Name,Partner Name,City,status
112,7378,MHEL DG 2,1141,18.72858384,73.80972853,Mahindra Demo Site,Mahindra Powerol,,False
113,7379,DCB Bank Saharanpur,1102,29.98443321,77.53342133,Vishwas Electricals,Perfect Generator Technologies,Saharanpur,False
114,7380,DG-25KVA,1143,17.422789,78.2496408,Mr. MURALI BOLLU,Kohler Power India,,False
115,7385,DG Set 1,1151,6.4582,3.50999,James Pinnock Estate,Eonsfleet Prosolutions Ltd.,,False
116,7386,DG Set 2,1151,6.4582,3.50999,James Pinnock Estate,Eonsfleet Prosolutions Ltd.,,False
117,7387,OGP Vaijapur Aurangabad,1186,19.9257,74.7285,OGP Sub District Hospital,United Gensets Pvt Ltd,,False
118,7388,OGP Sillod Aurangabad,1186,20.3079,75.6528,OGP Sub District Hospital,United Gensets Pvt Ltd,,False
119,7389,2000 L Tank,1151,0.0,0.0,James Pinnock Estate,Eonsfleet Prosolutions Ltd.,,False
120,7390,33000 L Tank,1151,0.0,0.0,James Pinnock Estate,Eonsfleet Prosolutions Ltd.,,False
121,7391,Remote Monitoring Device,1094,0.0,0.0,"Grofers Farukh Nagar, Haryana",Perfect Generator Technologies,,False
122,7392,RMS (3285),1094,0.0,0.0,"Grofers Farukh Nagar, Haryana",Perfect Generator Technologies,,False
123,7393,KA51-MN.4773..62.5 KVA,1156,0.0,0.0,Ashik Mobile Generators,Ojus Power,,False
124,7394,KA 51 MP 3467- 62.5 KVA,1156,0.0,0.0,Ashik Mobile Generators,Ojus Power,,False
125,7395,DCB Bank Ltd,1157,23.3699,85.32528,M/s Goodwill Enterprise/DEB Enterprise,Genset India,Ranchi,False
126,7396,RMS Unit 3,1094,0.0,0.0,"Grofers Farukh Nagar, Haryana",Perfect Generator Technologies,,False
127,7398,62.5 KVA Chandigarh,1159,30.73683323,76.74670282,Jeevan Sir,Perfect Generator Technologies,,False
128,7399,200 KVA Chandigarh,1159,30.73594795,76.7690188,Jeevan Sir,Perfect Generator Technologies,,False
129,7400,DEMO DG 2,1150,22.5520035,88.2317619,Amaze Demo Customer,Amaze Power,,False
130,7401,8598-Residency Road- SBI,1163,12.97321,77.60847,MPS,Murari Power,Bengaluru,True
131,7402,17734 - Kothanur,1163,13.063631,77.648796,MPS,Murari Power,Bengaluru,True
132,7403,40920 - Sathanur,1163,13.123743,77.63884,MPS,Murari Power,Bengaluru,True
133,7404,70835 - Hormavu Main,1163,13.027689,77.662299,MPS,Murari Power,Bengaluru,True
134,7405,Nestun,1112,0.0,0.0,Genservice,Genesis,,False
135,7406,71130-XIME,1163,12.84773,77.6761874,MPS,Murari Power,,False
136,7407,Bareilly,1165,28.36752704,79.42983283,Groundnut Enterprises,Perfect Generator Technologies,Bareilly,False
137,7408,CUMINS 62.5KVA-PSO600 DG NO.14,1171,22.3318,73.144989,Maruti,Maruti Hiring,Vadodara,False
138,7409,mahindra 35 kva GC1211  DG NO.60,1171,22.33181,73.14499,Maruti,Maruti Hiring,Vadodara,False
139,7413,Agra (Hari parvat),1102,27.19690615,78.00171684,Vishwas Electricals,Perfect Generator Technologies,Agra,False
140,7415,cummins 1250 kva pcc 3.3 DG NO.22,1171,0.0,0.0,Maruti,Maruti Hiring,,False
141,7417,cat 500 kva ECMP 4.2 DG NO.70,1171,22.8,72.81,Maruti,Maruti Hiring,,False
142,7418,TATA 62.5 KVA DSE 4520  DG NO.42,1171,22.63,72.92,Maruti,Maruti Hiring,,False
143,7419,Grofers Delhi,1094,0.0,0.0,"Grofers Farukh Nagar, Haryana",Perfect Generator Technologies,,False
144,7422,Aligarh,1102,27.91275614,78.07940543,Vishwas Electricals,Perfect Generator Technologies,Aligarh,False
145,7427,"Grofers, Malviya Nagar, Delhi",1094,0.0,0.0,"Grofers Farukh Nagar, Haryana",Perfect Generator Technologies,,False
146,7431,NSL DG1,1177,0.0,0.0,Nuziveedu Seeds Ltd,Kohler Power India,,False
147,7432,NSL DG2,1177,0.0,0.0,Nuziveedu Seeds Ltd,Kohler Power India,,False
148,7433,Bareilly,1102,28.39448567,79.42811622,Vishwas Electricals,Perfect Generator Technologies,Bareilly,False
149,7434,Marathahalli Chaayos,1163,12.952013,77.701015,MPS,Murari Power,Bengaluru,True
150,7435,Dehradun,1102,30.32496528,78.02605771,Vishwas Electricals,Perfect Generator Technologies,Dehradun,True
151,7436,15kVA - 1 phase - Gas Genset,1141,18.72880016,73.80965365,Mahindra Demo Site,Mahindra Powerol,,False
152,7437,Mutanda Layers DG Set,1016,-12.438276,26.204463,Avantech Limited,Renovatio Ingenuity Ltd,,False
153,7438,Mutanda Maize Silo 1 DG Set,1016,-12.436792,26.206375,Avantech Limited,Renovatio Ingenuity Ltd,,False
154,7439,Nokha,1102,27.56100952,73.46671503,Vishwas Electricals,Perfect Generator Technologies,,False
155,7441,BYJU's Nasik ,1178,19.99056188,73.78017908,BYJU's,Perfect Generator Technologies,Nashik,False
156,7442,Ujjain MP,1102,23.17403321,75.78691724,Vishwas Electricals,Perfect Generator Technologies,Ujjain,False
157,7444,40 KVA,1178,0.0,0.0,BYJU's,Perfect Generator Technologies,,False
158,7445,DCB Bank Gandhi Nagar Delhi,1102,28.659044,77.276655,Vishwas Electricals,Perfect Generator Technologies,Delhi,False
159,7446,Mutanda Boss's Residence DG Set,1016,-12.44097629,26.1938575,Avantech Limited,Renovatio Ingenuity Ltd,,False
160,7447,Mutanda Maize Silo 2 DG Set,1016,-12.436803,26.206552,Avantech Limited,Renovatio Ingenuity Ltd,,False
161,7448,Mutanda Workers DG Set,1016,-12.45180569,26.20443156,Avantech Limited,Renovatio Ingenuity Ltd,,False
162,7449,Mutanda Maize Silo 3 DG Set,1016,-12.436874,26.207099,Avantech Limited,Renovatio Ingenuity Ltd,,False
163,7465,Creseada,1179,6.546904486,3.337843239,Creseada International Ltd,Eonsfleet Prosolutions Ltd.,,False
164,7466,Unicel Autotech Office 2,640,0.0,0.0,Unicel Autotech,Phoenix Robotix,,False
165,7467,Unicel Autotech Office 3,640,0.0,0.0,Unicel Autotech,Phoenix Robotix,,False
166,7469,Patany Nagar TATA 1mG,1163,17.444593,78.480467,MPS,Murari Power,,False
167,7470,Zuarinagar Goa Pharmeasy,1163,15.380206,73.873229,MPS,Murari Power,,False
168,7471,Jakson office Demo,1080,0.0,0.0,Jakson Limited Office,Jakson Limited,,False
169,7507,Pankha Road Delhi,1094,0.0,0.0,"Grofers Farukh Nagar, Haryana",Perfect Generator Technologies,,False
170,7516,Gargi Memorial Institute DG,1183,22.378163,88.440367,Gargi Memorial Institute,Manish Industrial Corporation,,False
171,7517,Banner Chaayos,1163,18.559561,73.790188,MPS,Murari Power,Pune,True
172,7518,1811A49382,1185,19.32350585,84.8130654,Jharanai Dairy,Sistema.bio,,False
173,7519,Hadapsar Pharmeasy,1163,18.506567,73.921753,MPS,Murari Power,Pune,True
174,7520,Sakinaka TATA 1mG,1163,19.110825,72.886746,MPS,Murari Power,Mumbai,True
175,7521,Gwalior,1102,26.22024809,78.19088512,Vishwas Electricals,Perfect Generator Technologies,Gwalior,False
176,7522,Thane TATA 1mG,1163,19.201438,72.956588,MPS,Murari Power,,False
177,7523,Ghatkopar TATA 1mG,1163,19.08832,72.89615,MPS,Murari Power,Mumbai,True
178,7524,Andheri TATA 1mG,1163,19.121125,72.870082,MPS,Murari Power,Mumbai,True
179,7525,Khandivali TATA 1mG,1163,19.197477,72.858756,MPS,Murari Power,Mumbai,True
180,7526,Lower Parel TATA 1mG,1163,18.99655,72.819693,MPS,Murari Power,Mumbai,True
181,7527,"Rural Hospital, Murud",1186,18.3319,72.9608,OGP Sub District Hospital,United Gensets Pvt Ltd,,False
182,7528,"Sub District Hospital, Ghanangvi, Jalna",1186,19.846811,75.890633,OGP Sub District Hospital,United Gensets Pvt Ltd,Jalna,False
183,7530,Farukh Nagar DG,1188,0.0,0.0,Nestle,GSP Power Projects,,False
184,7531,T Nagar Curefood,1163,13.041809,80.236831,MPS,Murari Power,Chennai,True
185,7532,Peenya TATA 1mG,1163,13.021755,77.526841,MPS,Murari Power,Bengaluru,True
186,7533,RMS GZB,1094,0.0,0.0,"Grofers Farukh Nagar, Haryana",Perfect Generator Technologies,,False
187,7534,RMS GZB2,1094,0.0,0.0,"Grofers Farukh Nagar, Haryana",Perfect Generator Technologies,,False
188,7535,Gail gandhar DG 03,1077,21.8864,72.658,Bharti Engineering,Vijay Electric Power(I) Pvt Ltd,,False
189,7537,Gail rahatpur DG 02,1077,21.7388,73.0382,Bharti Engineering,Vijay Electric Power(I) Pvt Ltd,,False
190,7540,Gail divi DG 01,1077,21.6534,72.9887,Bharti Engineering,Vijay Electric Power(I) Pvt Ltd,,False
191,7550,Jhansi,1190,25.45908164,78.55438841,Mr. Ashish Kumar (Jhansi),Perfect Generator Technologies,Jhansi,False
192,7551,Gail vanseta DG 04,1077,22.0251,72.7274,Bharti Engineering,Vijay Electric Power(I) Pvt Ltd,,False
193,7553,Dr. Lal Path Labs Chandigarh,1191,30.75413358,76.78746507,Dr.lal Path Labs,Perfect Generator Technologies,,False
194,7554,15 KVA Big Tank,1119,0.0,0.0,Sumit Juneja,Perfect Generator Technologies,,False
195,7555,160 KVA,1191,0.0,0.0,Dr.lal Path Labs,Perfect Generator Technologies,,False
196,7556,sandip poultry farm chalisgaon,1192,20.4619,75.0063,Sandip Poultry Farm,United Gensets Pvt Ltd,,False
197,7557,Dehli (04857),1094,0.0,0.0,"Grofers Farukh Nagar, Haryana",Perfect Generator Technologies,,False
198,7558,Mahadevapura TATA 1mG,1163,12.99895,77.70148,MPS,Murari Power,Bengaluru,True
199,7559,RR Nagar TATA 1mG,1163,12.930858,77.506712,MPS,Murari Power,Bengaluru,True
200,7560,BYJu's Ambedkar Road,1178,0.0,0.0,BYJU's,Perfect Generator Technologies,,False
201,7561,agra,1102,0.0,0.0,Vishwas Electricals,Perfect Generator Technologies,,False
202,7566,Office Demo 1 Faridabad,1197,28.469005,77.305357,TAFE Motors and Tractors Limited,Phoenix Robotix,,False
203,7567,JZB00555,1198,0.0,0.0,Demo Training,Ojus Power,,False
204,7568,TMTL Faridabad 125KVA,1199,28.46930532,77.30537654,TMTL Factory Site,TAFE Motors and Tractors Limited,,False
205,7569,Gurgaon,1200,28.79816356,77.03468281,Eat Fit,Perfect Generator Technologies,,False
206,7577,OGP GANGAPUR,1186,19.6975,75.0105,OGP Sub District Hospital,United Gensets Pvt Ltd,,False
207,7578,Gurgaon-II,1200,0.0,0.0,Eat Fit,Perfect Generator Technologies,,False
208,7579,15 kVA Gas Generator,1205,18.72880016,73.80965365,Indus Towers,Mahindra Powerol,,False
209,7580,OGP JALNA,1186,19.8347,75.8816,OGP Sub District Hospital,United Gensets Pvt Ltd,Jalna,False
210,7581,Wakhad Chaayos,1163,18.616003,73.76445,MPS,Murari Power,,False
211,7582,Farukhabad,1207,0.0,0.0,Malik Electricals,Perfect Generator Technologies,,False
212,7583,Kaushambi,1178,0.0,0.0,BYJU's,Perfect Generator Technologies,,False
213,7585,TMTL Patna Office,1199,25.62569526,85.11291898,TMTL Factory Site,TAFE Motors and Tractors Limited,Patna,True
214,7590,Indian Oil Piparia,1208,26.614042,84.851534,Sri Balram Filling Station,TAFE Motors and Tractors Limited,,False
215,7591,"529027827907 (Sisat, Siwan)",1209,26.185669,84.559915,Vardhan Petroleum,TAFE Motors and Tractors Limited,,False
216,7592,DG 1,1210,17.69355,83.30361,VCTPL ,Pai Kane Group,Visakhapatnam,False
217,7593,DG-2,1210,17.69355,83.30361,VCTPL ,Pai Kane Group,Visakhapatnam,False
218,7595,DG 3,1210,17.69354,83.3036,VCTPL ,Pai Kane Group,Visakhapatnam,False
219,7596,DG-4,1210,17.69355,83.30361,VCTPL ,Pai Kane Group,Visakhapatnam,False
220,7597,HTL DG-1,1211,12.7685,77.8005,HTL LTD,GMMCO,Hosur,True
221,7598,HTL DG 2,1211,12.7685,77.8005,HTL LTD,GMMCO,Hosur,True
222,7599,25021,1119,0.0,0.0,Sumit Juneja,Perfect Generator Technologies,,False
223,7600,25024,1119,0.0,0.0,Sumit Juneja,Perfect Generator Technologies,,False
224,7601,24837,1119,0.0,0.0,Sumit Juneja,Perfect Generator Technologies,,False
225,7602,25032,1119,0.0,0.0,Sumit Juneja,Perfect Generator Technologies,,False
226,7603,megapower DSE Shivapur,1176,18.34648,73.86304,Megapower Rental,Mega Power,,False
227,7607,Dehradun SBI ,1218,30.317162,78.038768,Tara Narula,Perfect Generator Technologies,Dehradun,True
228,7608,KARUNA Dg-2,1215,13.098786,80.1660078,KARUNA CONQUEST IT PARK,GMMCO,,False
229,7609,KARUNA DG-1,1215,13.0986264,80.1659222,KARUNA CONQUEST IT PARK,GMMCO,,False
230,7610,KARUNA DG-3,1215,13.0986264,80.1659222,KARUNA CONQUEST IT PARK,GMMCO,,False
231,7612,Chandigarh (28/01/22),1178,0.0,0.0,BYJU's,Perfect Generator Technologies,,False
232,7613,125 KVA Hyderabad,1218,0.0,0.0,Tara Narula,Perfect Generator Technologies,,False
233,7614,DG 2,1157,0.0,0.0,M/s Goodwill Enterprise/DEB Enterprise,Genset India,,False
234,7615,N3P21MT18910,1220,0.0,0.0,LIC OF INDIA,Mahindra Powerol,,False
235,7616,N3P21MT18909,1220,0.0,0.0,LIC OF INDIA,Mahindra Powerol,,False
236,7617,N3P21MT19073,1220,0.0,0.0,LIC OF INDIA,Mahindra Powerol,,False
237,7618,N3P21MT18912,1220,0.0,0.0,LIC OF INDIA,Mahindra Powerol,,False
238,7619,N2S21X19651,1220,0.0,0.0,LIC OF INDIA,Mahindra Powerol,,False
239,7620,N2S21X19652,1220,0.0,0.0,LIC OF INDIA,Mahindra Powerol,,False
240,7621,N2S21X19650,1220,0.0,0.0,LIC OF INDIA,Mahindra Powerol,,False
241,7622,DG 1,1219,20.3394432,76.939552,Sukhdev Earth Movers,Rai Power,,False
242,7626,Biju Classes,326,23.17403321,75.78691724,DG Demo,Sales Demo,Ujjain,False
243,7627,Eat Fit Hotel,326,28.79816356,77.03468281,DG Demo,Sales Demo,,False
244,7628,Lime Restaurant,326,26.86881084,80.9983182,DG Demo,Sales Demo,Lucknow,True
245,7629,Hospital,326,19.99056188,73.78017908,DG Demo,Sales Demo,Nashik,False
246,7630,Warehouse,326,28.48199561,76.81257536,DG Demo,Sales Demo,Gurugram,False
247,7631,Lower Parel ,326,18.99655,72.819693,DG Demo,Sales Demo,Mumbai,True
248,7632,H-145 Noida,1222,0.0,0.0,Gyan International,Perfect Generator Technologies,,False
249,7633,site1,1223,0.0,0.0,Ability,Iobotech,,False
250,7634,CurryPot,326,13.041809,80.236831,DG Demo,Sales Demo,Chennai,True
251,7635,RR Nagar TATA 1mG,326,12.930858,77.506712,DG Demo,Sales Demo,Bengaluru,True
252,7636,Konark Cement,326,23.3699,85.32528,DG Demo,Sales Demo,Ranchi,False
253,7638,Gail Dewas DG No. 5,1077,22.295876,72.817215,Bharti Engineering,Vijay Electric Power(I) Pvt Ltd,,False
254,7639,DCB BANK LTD,1157,85.144354,25.613759,M/s Goodwill Enterprise/DEB Enterprise,Genset India,,False
255,7640,VE210134,1224,15.49643,73.82541,Mamagoto Panajim,Pai Kane Group,Panaji,False
256,7641,TMTL Faridabad 45KVA,1199,28.469068,77.305397,TMTL Factory Site,TAFE Motors and Tractors Limited,,False
257,7642,JC_RENTAL_125_1,1225,15.547865,73.827013,JC ENGINEERS (SELF USE),Pai Kane Group,,False
258,7643,Nepal customer site,1227,0.0,0.0,Nepal Customer,Jaycee Punching Solution,,False
259,7645,VE210127 DG 2 ,1228,15.58313,73.73745,Purple Martini _ Anjuna,Pai Kane Group,,False
260,7646,VE200087 DG 1,1228,15.58313,73.73745,Purple Martini _ Anjuna,Pai Kane Group,,False
261,7648,Castle and Temple Drive,1229,6.457633333,3.479193333,Madam Otti,Eonsfleet Prosolutions Ltd.,,False
262,7653,VE210162,1233,15.5361,73.76017,Resort Terra Paraiso,Pai Kane Group,,False
263,7654,Sun Villas DG-1,1193,13.065001,77.74779,G R SUN VILLA ,Dishaa Power,,False
264,7655,Sun Villas DG-2,1193,13.065001,77.7477,G R SUN VILLA ,Dishaa Power,,False
265,7656,Mahesh Test,1234,0.0,0.0,Datoms All Apps Internal Testing,Phoenix Robotix,,False
266,7663,Baner - Curefood,1163,18.59082,73.74158,MPS,Murari Power,,False
267,7664,Wakad - Curefood,1163,18.56884,73.77173,MPS,Murari Power,Pune,True
268,7665,Vasai - Chaayos,1163,19.40858,72.83949,MPS,Murari Power,Vasai - Virar,False
269,7669,Velachery - Curefood,1163,12.98272,80.21823,MPS,Murari Power,,False
270,7673,Ghatkopar II - TATA 1mG,1163,19.08825,72.89613,MPS,Murari Power,Mumbai,True
271,7697,General Hospital malvani malad,1186,19.1858,72.8191,OGP Sub District Hospital,United Gensets Pvt Ltd,Mumbai,True
272,7699,sujal demo ranoli,1239,0.0,0.0,Sujal Demo,Sujal Enterprise,,False
273,7700,dhayna hospital,1241,0.0,0.0,Demo Customer Nayosha ,Nayosha Enterprise,,False
274,7701,Gorakhpur-1 (25448),1119,0.0,0.0,Sumit Juneja,Perfect Generator Technologies,,False
275,7702,Gorakhpur-2 (23701),1119,0.0,0.0,Sumit Juneja,Perfect Generator Technologies,,False
276,7703,CHANDIGARH,1218,0.0,0.0,Tara Narula,Perfect Generator Technologies,,False
277,7709,Rishab Engg. Demo,1243,28.694581,77.439685,Rishab Engg. Demo,Rishabh Engineering,Ghaziabad,True
278,7710,DG Set 1,1244,30.342723,76.88088,Shree Vardhman Enterprises,Sunrise Power Technologies,,False
279,7711,MGMF8088S01071G,1245,18.61378308,73.7674943,Shree Sonigara Realcon,Mahindra Powerol,,False
280,7712,JGAF8089S00490G,1246,19.0479656,72.87468924,K J SOMIYA HOSPITAL & RESEARCH CENTER,Mahindra Powerol,Mumbai,True
281,7713,KELZM00720,1247,18.62547762,73.83474304,Divgi TorqeTransfer Systems,Mahindra Powerol,Pimpri-Chinchwad,False
282,7714,AAMZD12655,1248,18.62551508,73.83327974,AUTO STEEL AND RUBBER,Mahindra Powerol,Pimpri-Chinchwad,False
283,7715,AAMZC12009,1248,18.62592176,73.83366598,AUTO STEEL AND RUBBER,Mahindra Powerol,Pimpri-Chinchwad,False
284,7716,41067 - Anchepalya,1163,13.05576,77.48006,MPS,Murari Power,,False
285,7726,40978 - Dasanpura,1163,13.07531,77.43532,MPS,Murari Power,,False
286,7727,40893-SBI kadabagere cross,1163,12.9895,77.4499,MPS,Murari Power,Bengaluru,True
287,7729,Ambala,1254,0.0,0.0,Healthians,Perfect Generator Technologies,,False
288,7742,7981 - Padmanbhanagar,1163,12.91386,77.55926,MPS,Murari Power,Bengaluru,True
289,7743,40215 - Kanakapura Main Road Branch,1163,12.9286,77.57694,MPS,Murari Power,Bengaluru,True
290,7744,Civil Hospital Akot,1186,0.0,0.0,OGP Sub District Hospital,United Gensets Pvt Ltd,,False
291,7745,Civil Hospital Telhara,1186,0.0,0.0,OGP Sub District Hospital,United Gensets Pvt Ltd,,False
292,7746,Ramgarh DG 50 KVA,1253,23.656658,85.491953,Solar Group,Phoenix Robotix,,False
293,7747,Ramgarh DG 100 KVA,1253,23.656658,85.491953,Solar Group,Phoenix Robotix,,False
294,7748,40292 - Sajjan Rao Circle,1163,12.95254,77.57639,MPS,Murari Power,Bengaluru,True
295,7753,mega demo Manjari,1176,0.0,0.0,Megapower Rental,Mega Power,,False
296,7754,DG-1 750kva,1257,0.0,0.0,Titan Hosur,TITAN COMPANY LIMITED,,False
297,7758,KCLZG00513,1259,28.599,77.217,Delhi Guest House Pvt Ltd,Mahindra Powerol,New Delhi,True
298,7759,N2K20X04364,1255,22.19151,73.09615,Khodiyar Petroleum,Mahindra Powerol,,False
299,7760,SELL INDIA RANCH,1258,23.33286,85.300535,SELL INDIA (RANCHI),Genset India,,False
300,7762,KCMZD00890,1261,17.4675745,78.3694677,CREATIVE KOVEN DEVELOPERS LLP,Mahindra Powerol,Hyderabad,True
301,7763,KCMZF00940,1261,17.4675745,78.3694677,CREATIVE KOVEN DEVELOPERS LLP,Mahindra Powerol,Hyderabad,True
302,7764,KCMZF00976,1261,17.4675745,78.3694677,CREATIVE KOVEN DEVELOPERS LLP,Mahindra Powerol,Hyderabad,True
303,7765,KCMZF00975,1261,17.4675745,78.3694677,CREATIVE KOVEN DEVELOPERS LLP,Mahindra Powerol,Hyderabad,True
304,7767,KCMZC00845,1261,17.4675745,78.3694677,CREATIVE KOVEN DEVELOPERS LLP,Mahindra Powerol,Hyderabad,True
305,7768,MGBF8088S00609F,1262,19.27250945,72.96296746,Vedant Hospital,Mahindra Powerol,,False
306,7769,JGAF8089S00185E,1263,13.225615,80.168352,PA FOOTWEAR PRIVATE LIMITED,Mahindra Powerol,,False
307,7770,KEMZE00903,1264,23.02947615,72.2822764,BHAVANI INDUSTRIES,Mahindra Powerol,,False
308,7771,MGBF8088S00592F,1265,12.8093222,77.6617899,MAHINDRA ELECTRIC MOBILITY LIMITED,Mahindra Powerol,,False
309,7773,KEMZK01184,1266,73.69278337,18.58163756,"Sanas Developers Pvt Ltd, Pune",Mahindra Powerol,,False
310,7775,KEMZC00857,1267,23.04164,72.56507,GOKUL REFOILS PVT LTD,Mahindra Powerol,Ahmedabad,True
